movie_keyword,4523930,9.151335232861693e-05,mk.keyword_id = 7084
movie_keyword,4523930,0.0023307168766979153,mk.keyword_id = 398
movie_keyword,4523930,3.094654426571587e-06,mk.keyword_id = 8200
movie_keyword,4523930,0.009248595800553943,mk.keyword_id = 117
movie_companies,2609129,3.7943696919546716e-05,mc.company_id = 22956
movie_companies,2609129,0.5116201613641947,mc.company_type_id = 2
movie_info,14835720,0.00821416149671199,mi.info_type_id = 105
movie_info,14835720,0.10339295969457499,mi.info_type_id = 3
movie_info,14835720,0.20468969487156674,mi.info_type_id = 16
movie_info,14835720,0.08933580574451391,mi.info_type_id = 8
movie_info_idx,1380035,0.33327053299372844,mi_idx.info_type_id = 100
movie_info_idx,1380035,0.33327053299372844,mi_idx.info_type_id = 101
movie_info_idx,1380035,0.00018115482578340405,mi_idx.info_type_id = 112
movie_info_idx,1380035,7.246193031336162e-06,mi_idx.info_type_id = 113
title,2528312,0.4006309347896937,t.production_year > 2005
title,2528312,0.9700950673809245,t.production_year < 2014
title,2528312,0.31045456415189265,t.production_year > 2007
title,2528312,0.7643376292166473,t.production_year > 1980
title,2528312,0.760526786251064,t.production_year < 2010
title,2528312,0.26186048240881665,t.production_year > 2008
title,2528312,0.21095853676286788,t.production_year > 2009
title,2528312,0.6610307588620392,t.production_year < 2008
title,2528312,0.5463934039786229,t.production_year > 2000
title,2528312,0.6917785463186505,t.production_year > 1990
title,2528312,0.7096248406051152,t.production_year < 2009
title,2528312,0.018424545704802255,t.production_year = 1998
title,2528312,0.2248334066365227,t.production_year < 1984
title,2528312,0.9046632694066239,t.production_year > 1950
title,2528312,0.26216107822135876,t.kind_id = 1
title,2528312,0.00017323811301769718,t.production_year > 2014
title,2528312,0.32144134110030725,t.production_year < 1995
title,2528312,0.15491205199358307,t.production_year > 2010
title,2528312,0.4041241745480779,t.production_year < 2000
title,2528312,0.9713120849009141,t.production_year < 2015
title,2528312,0.533277934052443,t.production_year < 2005
cast_info,36244344,0.007626100226838152,ci.role_id = 7
cast_info,36244344,0.07529293398164415,ci.role_id = 4
cast_info,36244344,0.20560374882216106,ci.role_id = 2
cast_info,36244344,0.3495907664931113,ci.role_id = 1
